,feature,label
5681,Multicolor Sherlock pipe GogoPipes.com offers multicolor sherlock pipe†that has Nice colors in it. About 4 Inches tall. High quality with huge saving.,food/beverage/tobacco tobacco/smoking accessories tobacco products/smoking accessories
599,"HO Scale - Durango Roundhouse 3 Stall Wall Kit                       This is not a complete Roundhouse Kit. These are walls designed to be used to create a prototypical Durango Roundhouse. Sold as a 3 stall starter set, additional stalls can be purchased to obtain any size structure. † These walls can also be used to create a freelance brick Roundhouse for Narrow Gauge use. † Materials Include: - Interior & Exterior Brick 3D Engraved in Basswood - Double Sided Windows w/ Glazing (Based on the Prototype) - Brick Pilasters, Sills & Cornices - Concrete Overlays & Caps - Brick Window Inserts (When windows are not needed) - Stall layout template † No Plaster or Resin! † Dimensions: Side wall length: 9 5/8"" Back Stall Wall: 3 3/8"" Dimensions are based on prototypical drawings by Michael Blazek. † © 2013 Monster Modelworks Warning:†Small parts not intended for children under 13.",building products building products wall/ceiling coverings
45,"2004 Toyota Highlander SUV The standard features of the Toyota Highlander Base include 2.4L I-4 160HP engine, 4-speed automatic transmission, 4-wheel anti-lock brakes (ABS), airbag occupancy sensor, air conditioning, 16"" styled steel wheels, cruise control, ABS and driveline traction control, stability control, power mirrors, and power windows.",automotive cars and motorcycles cars
1444,"Ferris State Bulldogs Personalized Football T-Shirt - Red Feel like a bona fide member of Bulldogs athletics by sporting your very own personalized Football Name & Number tee. Featuring a giant logo across the front, and just about any combination of name and number you choose on the back, it is the perfect way to add some personalized style to your game day action! Please Note: Names are limited to 12 characters. Due to the customized nature of this product, this item cannot be returned or refunded. Once an order is submitted, changes cannot be made and the order cannot be cancelled. Damaged items will be exchanged for the same item.",clothing clothing upper body wear/tops
1652,"Cincinnati Bearcats Ladies White Logo Arch Long Sleeve Classic Fit Tee Take your Bearcats pride to all new heights with the Logo Arch tee! With arched lettering over a school logo in a monochrome palette, this tee will become your go-to game day staple!",clothing clothing upper body wear/tops
6878,"Graco Ultra Max II 495 Airless Paint Sprayer - HiBoy                                                                               New Graco Series Sprayers    |         Compare Graco Contractor Series Sprayers    |         Common Consumable Sprayer Parts               Complete with Gun, Hose and Tip Box Includes: 50' Hose (1/4"") Contractor II Gun RAC X Tip (517)   The latest in the 495 series. An excellent           sprayer for the professional painter. The Ultra Max II 495 is a dependable piece of equipment and will out perform           and outlast competitive sprayers.† This is an ideal airless sprayer for daily           use in typical painting applications.           Equipped with the proven Graco Endurance Pump, this sprayer is built to last.           These pumps feature long life V-Max Blue Packings,† a Chromex Rod and           hardened stainless steel cylinder.           The Ultra Max II 495 has a brushless DC motor with           enclosed design to protect internal components and has a lifetime warranty.           The 495 is equipped with SmartControl 2.0. This           advanced microprocessor control delivers a consistent spray fan at all spraying           pressures and a zero deadband at lower spraying pressures which makes this a           good sprayer for fine finish work.           Built with a solid inlet tube for           buckets or cans and wont tip cans over. It is easily           removed, for cleaning or accessing inlet ball and is made of           durable aluminum to be light weight and rust free.           Like the other airlesses in the current Graco Contractor Series           the 495 has an Easy Out Pump Filter which filters from the inside out           so it wont get stuck when removed or collapse. Additionally, the filter comes out with           the cap for less mess to help ease cleaning. New replacement filters are offered           in several mesh sizes to help fine tune your sprayer to the coating you are           spraying.           The NEW Graco Contractor gun that is included with           this sprayer has a in-gun filter, which is inside the handle, to help ensure a           clean spray. Replacement filters are available in 2 mesh sizes - standard 60           mesh for most applications and 100 mesh for fine-finish work.           You simply can't go wrong with this quality sprayer made           by the leading manufacturer of airless paint equipment.",tools/equipment ñ power tools/equipment ñ power power tools ñ hand-held portable
1893,Mitchell & Ness Penn State Nittany Lions Blank Full Zip Hoodie - Navy Blue,clothing clothing upper body wear/tops
6243,Birds Duck Baccarat Crystal Mandarin Duck (Canard) Olivine. 3 inches high.,household/office furniture/furnishings ornamental furnishings ornaments
4664,"Kitchen Composter + 500ml Bokashi Transform ALL food waste (including cooked food, meat, fish and cheese) into a super healthy, nutrient rich compost with the help of this small and compact system in your kitchen or laundry - no smells, no flies! What is the Indoor Composting System? The Kitchen Composter together with Bokashi Friendly Microbes will ferment your kitchen scraps. After being in the bucket for a couple of weeks they can be mixed into your compost bin or safely buried in your garden. The contents will look the same however they have been fermented and will breakdown very fast in the soil. Download Kitchen Composter Brochure/Instructions",home appliances major domestic appliances waste disposing/compacting appliances
8143,"Beneflex Joint Support       Product Label         Beneflex is the latest in cutting edge nutritional research. A new, premium joint formula in one small, highly concentrated capsule. Beneflex provides four clinically proven inngredients: AprËsFlexÆ - Boswellia Serrata Extract. UC-IIÆ (providing 10mg undenatured type II collagen). Plus Hyaluronic Acid and Turmeric for additional joint relief. Get joint relief starting in just 7 days with this new one pill, once a day formula.",healthcare health enhancement vitamins/minerals/nutritional supplements
2589,Pittsburg State Gorillas Arch Name Sweatshirt - Gunmetal Get an understated winterwear look with this Arch Applique sweatshirt. It features a high-quality twill and embroidered applique school name arched across the chest for style that's campus-ready!,clothing clothing upper body wear/tops
1966,"South Dakota Coyotes Ladies Yukon Vest - Black When the temperature drops, make sure your Coyotes pride still shines through! With this vest, you'll show off your Coyotes spirit on game day. This stylish Yukon Vest features an embroidered applique logo. Sport this vest and no one can doubt your die-hard Coyotes devotion!",clothing clothing upper body wear/tops
5945,"Ricco Deruta 3 piece Canister Set          The Ricco Deruta pattern is the most well known and one of the most popular Italian ceramic patterns.† This Ricco Deruta Italian ceramic canister set can go in almost any kitchen due to the multi-colored design.† Made in Deruta, Italy, famous for Italian Majolica Ceramics and Pottery.† This handmade hand painted authentic Ricco Deruta canister set comes with 3 canisters.† The large canister is 7.25"" in height & 5"" in diameter, the medium canister is 6"" in height & 4.5"" in diameter and the small canister is 5.5"" in height & 4.25"" in diameter.  †  With every ceramic shipment, you will receive information about the history, making and care & usage of this hand made handpainted authentic Italian ceramic.",kitchen merchandise kitchen merchandise tableware ñ serving/eating/drinking equipment
3927,The Sportsman  contemporary sneakers,footwear footwear general purpose footwear
8170,Men's Wake Forest Demon Deacons Gold Arch T-Shirt Celebrate your fandom with this Wake Forest Demon Deacons Arch T-shirt. It features printed Wake Forest Demon Deacons graphics on the front. This stylish tee will let your represent your Wake Forest Demon Deacons everywhere you go!,clothing clothing upper body wear/tops
5847,'47 Brand Charlotte Hornets Clean Up Adjustable Hat - Purple No other name is as iconic to you as the Charlotte Hornets. Show your dedication to the Hornets when you cap off any look with this Clean Up adjustable hat from '47 Brand! It features an embroidered Charlotte Hornets logo on the crown. Represent Charlotte in no-fuss style that keeps the focus on your unbeatable team!,clothing clothing clothing accessories
1600,Mens New York Giants Victor Cruz Nike White Elite Jersey Celebrate your fandom with this New York Giants Victor Cruz Elite jersey from Nike! It features printed New York Giants graphics on the front and your favorite playerís name and number on the back. You'll be ready to cheer your team to another victory each time you wear this New York Giants jersey.,clothing clothing upper body wear/tops
5229,"North Carolina Tar Heels Charger 1/2 Zip Jacket ñ Navy Blue Cheer on your favorite team in this North Carolina Tar Heels Charger jacket! With an embroidered North Carolina Tar Heels logo on the chest, and subtle hints of your teamís colors, this jacket is the perfect way to share your team pride with the world. The Ω zip Olympic collar makes this lightweight jacket perfect for those game days when the temperature starts dropping.",clothing clothing upper body wear/tops
7233,"Fleece 7.0 Jacket from SCOTTEVEST/SeV - Men's Black Fleece Jackets - Zip Up Warm Fleece Jacket - Fleece Outerwear Vest and Jacket in Microfleece for Gadgets Evolve or perish. The Fleece 7.0 is the most advanced SeV microfleece jacket, so far ahead of its time that we skipped 6.0.",clothing clothing upper body wear/tops
7541,"Micromax A116 Canvas HD    Product Features: Dual Sim, 3G, Wi-FiQuad Core, 1.2 GHz Processor1 GB RAM4 GB inbuilt memory5 inches, 720 x 1280 px display8 MP Camera with flashMemory Card Supported, upto 32 GBAndroid, v4.1.2 See Full Specifications",communications communications mobile communication devices/services
7860,Nikon D300  Nikon D300 plus accessories,audio visual/photography photography/optics photography
4446,"20 WATT MR11/FTD/30/FG/DC BAYONET FRONT GLASS SUPRA LIFE HALOGEN BULB      20 WATT MR 11 FTD HALOGEN LIGHT BULB - 30 DEGREE BEAM SPREAD - FRONT GLASS - D.C. BAYONET BASE - 3,500 HOURS - Supra Life MR11 halogen lamps use a quartz envelope for durability and pure tungsten for longer life. The regeneration cycle continuously restores the filament, creating a 6 times longer burning life and clear crisp white light. Nickel end pins resist heat and provide positive electrical contact. Precision reflectors provide excellent light control with a fluted mirror. Dichroic coating removes 65% of the heat by passing it through the back of the lamp, resulting in a cooler light beam ideal for retail displays.",electrical supplies electrical lighting electric lamps/light bulbs/lighting
5427,'47 Brand Michigan Wolverines New College Vault Franchise Fitted Hat - Navy Blue,clothing clothing clothing accessories
426,"ANZ eGate Payment Gateway & Magento Payment Gateway solution to accept credit card payments online directly transferred into your bank account via ANZ eGate and through your Magento shopping cart.Features:-†† †Support Merchant Server API (2-Party Payments) - collect card details directly in your checkout, post directly.-†† †Support Hosted Server (3-Party Payments) - redirect to collect card details.-†† †Support MiGS.-††† Easy to install and setup, it can input MerchantId, AccesCode and Secure Secret in magento admin-†† †Capture new sales by enabling your website.Compatible: all magento version: 1.3.x -> 1.9.x",computing computers/video games computer/video game software
410,Howard Bison Ladies Team Arch Pullover Hoodie - Navy Blue Sport classic team style to match your timeless Bison spirit with this Team Arch hoodie. It features arched school and team names printed over a vibrant team logo on the front for an understated but powerful statement of team pride!,clothing clothing upper body wear/tops
7112,"Vilano Shadow Road Bike - Shimano STI Integrated Shifters    The Vilano Shadow Road Bike is the lowest priced road bike with Shimano STI brake lever integrated shifters. Take your next group ride, training session, or commute on the road with a Vilano Shadow.This outstanding beginning road bike comes with free pedals and as always, you can be confident in your purchase with the Road Bike Outlet Satisfaction Guarantee. The Vilano Shadow Road Bike is one of our perennial best selling entry-level road bikes, with good reason!",sports equipment sports equipment cycle sports equipment
5322,"6.38"" Handscraped Click Lock Hickory Bourbon Laminate Flooring Affordable Luxury Floors, thats right. Have the design you will want to keep forever with our Lawson Laminate Flooring Heritage Collection. Our Hickory Bourbon Laminate Flooring carries the look of antiquity with the look and feel of real wood! Also, enjoy the easy installation of our Click and Lock system.",building products building products flooring
3176,"Utah Utes Red Scrub Pants These scrub pants are perfect for the ER, doctor's office or just lounging around at home. Pair it with a matching scrub top for a winning combination!",clothing clothing lower body wear/bottoms
5659,Notion Bags        Size† 6-1/4 x 9-1/4† Packed 6M/Per case Size† 8-1/2 x 11†† † † Packed 4M/Per case †,stationery/office machinery/occasion supplies stationery/office machinery postal/packaging equipment/aids/accessories
5556,"11 in. x 17 in. IFA 29 Innova FibaPrint White Semi-Matte 300 gsm (25 Sheets)  Innova FibaPrint White Semi-Matte, IFA 29, is a premium Innova photographic paper. FibaPrint White Semi-Matte, IFA 29, is an acid free, bright white paper that has a soft, semi-matte, microporous coating. This coating makes this paper compatible with dye and pigment inkjet printers. As with most semi-matte surfaced papers, FibaPrint White Semi-Matte, IFA 29, is a premium Innova paper which yields rich and vivid colors, and deep, consistent blacks with a softer, lower glare finish. Innova FibaPrint White Semi-Matte, IFA 29, has a look and feel of conventional photography paper and is designed after classic fiber based darkroom paper with a white base color.300 gsm Premium, acid-free paper For use with dye & pigment inkjet printersSmooth, low-glare semi-matte finish Class darkroom look and feel Used for fine art and photographic prints Great for exhibitions display, photo albums or digital fiber printsAvailable in rolls and sheets Innova has designed a full line of premium, fiber based photographic papers for all the new age digital photographers desiring the look and feel of classic darkroom photo papers. With a full line of these specialty photographic papers, you will be able to customize your desired finish and color base range. You will want to try all these Innova products, bright white to warm tone based papers with glossy, semi-gloss or matte finishes, you are sure to find your soul mate paper.",stationery/office machinery/occasion supplies stationery/office machinery stationery paper/card/film
210,Mens Clemson Tigers Top of the World Orange Simple Knit Hat with Cuff Celebrate your Clemson Tigers fandom with this Simple knit hat from Top of the World! This soft knit cap will display your Clemson Tigers spirit with embroidered team graphics on the front and the back. This cuffed hat will keep you warm and spirited with plenty of Clemson Tigers pride!,clothing clothing clothing accessories
5344,Gran Habano #1 Connecticut Cigars Churchill                            7 x 48 - Natural Double Corona,food/beverage/tobacco tobacco/smoking accessories tobacco products/smoking accessories
7053,Zoo Med Aspen Snake Bedding  Zoo Med Aspen Snake Bedding is a popular substrate that contains no toxic resins or oils.  It is odourless...,pet care/food pet care pet accessories
5082,UCLA Bruins Old-School Seal Tri-Blend T-Shirt - Cream It's official! You are a die-hard UCLA Bruins fan and you're not afraid to show it! Display your classic UCLA Bruins spirit in this Old-School Seal tee! It features an arched team name over a UCLA Bruins-themed seal and an establishment year in distressed print for a retro statement of team spirit.,clothing clothing upper body wear/tops
7874,TOMS Women's TOMS GLITTER CLASSICS CASUAL SHOES 7 (BLACK GLITTER) Toms Classics Glitter Shoes,footwear footwear general purpose footwear
1049,Brown Bears 8'' x 20'' Framed Letter Art,household/office furniture/furnishings ornamental furnishings pictures/mirrors/frames
3411,Notre Dame Fighting Irish Under Armour Shamrock Series Proven Mock 1/4-Zip Pullover ñ Navy Blue Celebrate your Notre Dame Fighting Irish fandom with this Under Armour Shamrock Series Proven Mock pullover! Show off your Notre Dame Fighting Irish pride with this stylish pullover and let everyone know which team is number 1 in your book. It features AllseasonGearÆ fabric technology that wicks away sweat and moisture from your body to regulate your body temperature for maximum comfort while you show off your Notre Dame Fighting Irish pride!,clothing clothing upper body wear/tops
7073,Shure Beta 52A Kick Drum Microphone,audio visual/photography audio visual media pre-recorded or digital content media
3231,VCU Rams Distressed Primary Long Sleeve T-Shirt - Black Back your Rams through thick and thin while decked out in the Distressed Primary tee. It features a distressed team logo on the chest for the perfect display of classic team style.,clothing clothing upper body wear/tops
1972,South Dakota Coyotes Ash Custom Sport Long Sleeve T-shirt - Show support for your team with this customizable locker-room style Sport tee. Simply choose the sport of your choice and you'll be ready to cheer on the Coyotes with classic game day style!,clothing clothing upper body wear/tops
7999,"Strainer and Ferral Assembly, Waste, Chrome Strainer and Ferral Assembly, Waste, Chrome",plumbing/heating/ventilation/air conditioning plumbing/heating/ventilation/air conditioning plumbing/heating ventilation/air conditioning variety packs
3707,"Berg John Deere BF3 Pedal Go Kart       John Deere BF3 Pedal Go-Kart features include Rear fenders, double ball-bearing steering linkage, sports steering wheel for better grip, Free-wheeling 3-speed hub, Rear 2-wheel Friction Brake, pedal coaster brake, front fenders, roll bar, rear lift accessory linkage. Length: 61"", Weight: 112 lbs  †  OPTIONS: roll bar, tandem passenger seat, front and rear linkage for available bucket, plow blade, pallet fork	 speedometer, front mud guards, deluxe sports seat.  †  Complete assembly instructions are included with each pedal go-kart. There are 4 basic steps involved in assembling the go-karts: * Attach front half of cart to rear half. This is done by sliding one hollow steel beam into another, and securing with a bolt. * Install 4 wheels. The wheels are placed over a shaft and then bolted to a hub. * Steering column is already partly installed, but must be lifted and slid forward into position, and then secured with a bolt. * The front fairing (decorative aerodynamic steering column cover) must be bolted into position.  †  †  Because of its size and weight Rush or Next Business Day shipping is not available.  †  †",toys/games toys/games toys ñ ride-on
1499,"Providence Friars Women's Tabloid V-Neck T-Shirt ñ Black Celebrate your Providence Friars fandom on game day in top-notch style with this Tabloid T-shirt. This V-neck features vibrant Providence Friars-inspired graphics on the front chest, so thereís no question of which team you cheer for. You have a great passion for fashion and your Providence Friars, so combine them both when you throw on this tee! Shop for your favorite NCAA gear at Fanatics.com",clothing clothing upper body wear/tops
1109,"2014 NCAA March Madness Men's Basketball Championship Bracket T-Shirt - Charcoal Get pumped for all the head-to-head on-court action of this year's NCAA Tournament with this 2014 March Madness Men's Basketball Championship Bracket tee. Featuring a bracket graphic and March Madness graphics, itís sure to get you in the spirit for some serious basketball action!",clothing clothing upper body wear/tops
2263,Montana State Bobcats WinCraft Keyband Celebrate your fandom with this Montana State Bobcats keyband from Wincraft. It features Montana State Bobcats graphics on each side. It is perfect for displaying some Montana State Bobcats pride!,personal accessories personal accessories personal carriers/accessories
6894,"1/4"" Automotive style Plug with 3/8"" Male End 1/4"" Automotive Style Plug with 3/8"" Male Threads - CP21-03 One end has 3/8"" male threads that would thread into a compressor port, with a 1/4"" plug on the other end that would be pushed into an air compressor coupler.",tools/equipment ñ power tools/equipment ñ power power tools ñ hand-held portable
652,Selling new iphone 5s 32gb gold  iPhone perfectly work with any SIM card and it also comes with a valid warranty which is accepted at any apple store. Contact or ping me for more details. Add my bb pin to chat on BBM 282b9c41,communications communications mobile communication devices/services
5910,Live Ants  Due to their size these bugs are the best for your habitat.† The typically small ants you get from outside or other vendors may not be good for your unit. We Strongly†suggested to choose the priority on the extreme heat or cold for live arrival. Great for the budding entomologist. These Live Ants†ideal for Uncle Milton ant farms and Fascinations Ant works.† This is the same type of ants you get with the Uncle Milton ant farm and the Fascinations Antworks habitats when you mail them in but you will get these much faster plus we ship all year.† We ship these†big ants year†round that are perfect for ant farms including Uncle Milton and Fascinations Antworks.† We need you to make the decision though if you are willing to†take the chance of high losses due to lack of heat or cold pack depending on the time of the year. Be a†smart consumer to make the the choice that best fits your needs and the live harvester†ants for sale for†Uncle Milton ant farms and Antworks habitats.. During traveling our insects will cross many temperature zones and my stay overnight in unheated or uncooled facilities.† Choose the fastest shipping method you can afford and a warming or cooling device to ensure healthier bugs. Ants form unique colonies and work together typically with a queen.† The head person in charge is called the queen ant.†Due to laws we cannot ship the queen ant.†Thats right no queen there but a bunch of workers and drones† to make this toy an interesting gift.† Many times the queen female ant is the only ant able to reproduce and able to lay eggs.. It is illegal to transport queens across state lines knowingly. Questions on where to put coupon codes and Voucher Please see FAQ,pet care/food pet care pet accessories
7225,"Big Skinny Leather Multi-Pocket Wallet Holds credit cards, cash, ID, keys and more. Super-thin. Leather with nylon interior. Click for details.",personal accessories personal accessories personal carriers/accessories
1795,La Salle Explorers 14oz. Plastic Desk Mug Celebrate your La Salle Explorers fandom by starting your day with this 14oz. Desk mug! This plastic mug features La Salle Explorers colors and graphics for a fun display of team pride. Youíll definitely start every day on the right track with this spirited mug!,kitchen merchandise kitchen merchandise tableware ñ serving/eating/drinking equipment
1702,"Louisville Cardinals adidas Football Sideline Coaches 1/4 Zip Knit Jacket ñ Black Cheer on your favorite team in this 2014 Football Sideline Coaches º Zip Knit jacket! You love showing your team colors almost as much as you love watching the Louisville Cardinals hit the field. This lightweight jacket by adidas features embroidered Louisville Cardinals graphics, letting everyone know that youíre ready for game day.",clothing clothing upper body wear/tops
5416,Virginia Cavaliers 2014 ACC Menís Basketball Conference Tournament Champions Ladies Long Sleeve T-Shirt - Orange Virginia has have been crowned the 2014 ACC Menís Basketball Tournament Conference Champs! Celebrate their victory in style with this Champs long sleeve tee. This festive T-shirt features team and Champs graphics to show off the Cavaliersí status as #1.,clothing clothing upper body wear/tops
4886,"Ongle en beautÔøú Ongle en beautÔøú LA FERRARA Laetitia 4 rue Jules Siegfried 68500 Guebwiller Sur rendez-vous Pose capsule en gel avec French 32Ôøú Pose capsule en gel sans French 30Ôøú Pose en gel sur ongle naturel avec French 28Ôøú Pose en gel sur ongle naturel sans French 26Ôøú PÔøúdi-French 25Ôøú Pose strass, stickers ou objet dÔøúcoratif 0, 50Ôøú DÔøúco artisanale 1Ôøú DÔøúpose 10Ôøú Carte de fidÔøúlitÔøú 10 tampons strass ou stickers offert. ChÔøúque cadeau disponible une bonne idÔøúe cadeaux.  Paiement en espÔøúce ou par chÔøúque. A trÔøús bientÔøút.",beauty/personal care/hygiene cosmetics/fragrances nail cosmetic/care products
8103,"?       Log In needed $175†∑†Mahogony Sideboard/Buffet                Extremely well built solid wood buffet. Has three top drawers, two of which are felt- lined for cutlery and serving pieces.It has two deep and wide drawers and two cupboards with built- in shelves.Handles and hardware are brass and in good working order. Drawers and cupboards open and close well. Exterior has some interesting detailing. Veneer on top will need refinishing. It is 62 inches wide, 19.5 deep and 32 high.",household/office furniture/furnishings household/office furniture household/office tables/desks
1498,"Providence Friars Women's Tabloid V-Neck T-Shirt ñ Black Celebrate your Providence Friars fandom on game day in top-notch style with this Tabloid T-shirt. This V-neck features vibrant Providence Friars-inspired graphics on the front chest, so thereís no question of which team you cheer for. You have a great passion for fashion and your Providence Friars, so combine them both when you throw on this tee! Shop for your favorite NCAA gear at Fanatics.com",clothing clothing upper body wear/tops
2670,"Florida State Seminoles (FSU) Toddler Bat Boy Boardshort - Garnet Gear up your little one for a fun day at the beach or pool in these Seminoles Bat Boy boardshorts! Featuring a subtle plaid pattern, contrast stitching, an embroidered team logo on the left leg and a printed team name on the pocket, these boardshorts will have your little fan displaying major team-spirited swagger. Now you need to think about which sport is going to get that little one a scholarship!",clothing clothing lower body wear/bottoms
4958,"Doheny's Above Ground Pumps\|More About Doheny's Above Ground Pump                Dohenyís Above Ground Pumps The price is right! Dohenyís Pumps cost less than big name brands, but offers dependable performance and outstanding results for its value. Heavy-duty construction and advanced engineering provide high efficiency and minimized noise. Designed and manufactured to meet all CSA and ETL requirements. Note: Not for use with storable pools. Dohenyís Pool Pro PickOur Pool Pros put our products to the test so you know which products give you outstanding results and value. Tested, tried and true for high quality construction, ease of use, efficiency and reliability - shop this Dohenyís Pool Pro Pick with confidence and SAVE! Doheny's Above Ground Pump Manual click here.         \|Doheny's Pool Pump Manual\|Doheny's Pool Pump Repair Parts\|Choosing the Right Pool Pump",plumbing/heating/ventilation/air conditioning plumbing/heating/ventilation/air conditioning water/gas supply
2178,"Loyola Marymount Lions Youth Our Colors Long Sleeve T-Shirt - Navy Blue When a team has the sort of fan base that the Lions do, little is needed to announce the presence of a fanatic. Gear up your young fan to show their true colors in a straightforward way with this Our Colors tee, featuring a team name over their team's colors and logo for team spirit that needs no explanation!",clothing clothing upper body wear/tops
4603,Triple Strength Omega-3 -        Fish Oil Supplement,healthcare health enhancement vitamins/minerals/nutritional supplements
6780,"Zoo Med Repti Basking Spot Lamps\|25 watt\|50 watt 2 pack\|75 watt 2 pack\|100 watt 2 pack Unique patented double reflector focuses 35% more heat and light into a tight beam to offer the perfect basking area for your reptile. These bulbs also provide beneficial UVA rays which promote breeding and feeding and are beneficial to your reptile's psychological well-being and increases the overall ambient air temperature, necessary for the proper health of all reptiles and amphibians.",pet care/food pet care pet accessories
4304,"Gelish Magneto Nail Lacquer Polish - Inseparable Forces Blue 1/3oz      Gelish Magneto Nail Lacquer Polish - Inseparable Forces (Blue)Create endless new nail design possibilities in blue with Inseparable Forces Gelish Magneto Nail Lacquer Polish from BigDaddyBeauty.com. A rich blue color is a great way to add some sophistication without resorting to the overwhelming power of black.Gelish Magneto Nail Lacquer colors let you layer color variations of Gelish to create endless color possibilities and designs. Mix and match for beautiful possibilities.Shop BigDaddyBeauty.com for a full selection of Gelish Magneto gel nail polish, nail lacquer polish and other nail salon supplies today!",beauty/personal care/hygiene cosmetics/fragrances nail cosmetic/care products
7536,"Rottefella XCELERATOR SKATE NIS, b?ûeckÈ v·z·nÌ Rottefella XCELERATOR SKATE NIS, b?ûeckÈ v·z·nÌ",sports equipment sports equipment snow/ice sports equipment
705,"OHC - Bitter Melon/Gurka Bitter melon ‰r en v‰xt som odlas i tropiska omrÂden som Amazonas, Asien och V‰stindien som mat och medicin. Det ‰r en smal, kl‰ttrande vinranka med en frukt som ser ut som en vÂrtliknande gurka. Det latinska namnet Momordica betyder îatt bitaî, eftersom de oj‰mna kanterna av dess blad visas som om de har blivit biten. Allt i Momordica v‰xten, s‰rskilt frukt, smakar mycket bittert. Medicinskt, har anl‰ggningen l‰nge anv‰nts av ursprungsbefolkningen i Amazonas fˆr att behandla diabetes, intestinal gas, som ett antiviralt fˆr m‰ssling och hepatit. Det fr‰mjar menstruation och anv‰nds ocksÂ fˆr utv‰rtes behandling av sÂr, eksem, spet‰lska och stora sÂr. Det anv‰nds av indianerna fˆr att l‰ka hypertoni, malaria, feber och huvudv‰rk. Vidtas internt, ‰r det effektivt i utvisa maskar och parasiter hos vuxna och barn I mÂnga moderna studier, alla delar av anl‰ggningen har visat sig kliniskt visar hypoglykemiska (blodsocker s‰nka) egenskaper och andra positiva egenskaper motdiabetes mellitus. Frukt extrakt har visat fˆrmÂgan att ˆka kroppens glukos upptag och fr‰mjar insulinfris‰ttning. I andra in vivo-studier, har frukt och uts‰de visat sig minska totalkolesterol med betydande belopp. Andra in vitro-studier har ocksÂ visat bitter melonmot levercancer, leukemi och melanom anti-cancer och anti-leukemic egenskaper. Bitter melon, ‰r ocksÂ effektivt mot mÂnga virus, inklusive de Epstein-Barr, herpes och HIV. I enstudie ˆkade en bladextraktet motstÂndet mot virusinfektioner samtidigt ˆka fˆrmÂgan hos vÂra naturliga mˆrdarceller. Dessutom har den frukt och fruktjuice visat starka antibakteriella egenskaper, s‰rskilt mot e. coli. Men n‰r utdrag injiceras intravenˆst i labbrÂttor, visar bitter melon sig vara giftiga och giftiga. Frˆn av frukten har ocksÂ fˆrmÂgan att framkalla aborter i mˆss och anti-fertility egenskaper i hondjur. Det produceras ocksÂ spermier infertilitet hos handjur. Bitter melon har ocksÂ traditionellt anv‰nts till att minska livmoderns aktivitet	 D‰rfˆr bˆr inte anv‰ndas av gravida eller ammande mˆdrar. Men bitter melon kan s‰nka blodsockernivÂerna, bˆr det inte anv‰ndas av personer med hypoglykemi. ƒven diabetiker planerar att ta bitter melon kosttillskott bˆr kolla med sin l‰kare fˆrst och alltid ˆvervaka deras blodsocker eftersom de kan behˆva ‰ndra sina insulin mediciner. Idag, bitter melon kapslar och teer har blivit mer allm‰nt tillg‰nglig i v‰stv‰rlden. Koncentrerad frukt extrakt ‰r nu tillg‰nglig i kapselform, samt i pulver och tinkturer. Det ‰r ocksÂ en fˆreslagna kompletterande behandling fˆr diabetes, virus, fˆrkylningar och influensa, hˆgt kolesterol, psoriasis och vissa cancerformer. Den traditionella metoden fˆr att gˆra bitter ˆrtte ‰r fˆljande: en kopp en standard blad avkok tas tvÂ gÂnger dagligen eller 1-3 ml tinktur tas tvÂ gÂnger dagligen. Den traditionella sydamerikanska botemedlet och det mest kraftfulla s‰ttet att anv‰nda bitter melon fˆr diabetes ‰r att extrahera saften av en f‰rsk bitter melon frukt att vara drack tvÂ gÂnger dagligen pÂ fastande mage. Fˆr uts‰de eller frukt extrakt i kapslar, se till att fˆlja instruktionerna pÂ etiketten. BITTER MELON konc 1000mg 50 v.kapslar ÷RTEXTRAKT AV H÷GSTA KVALITET 2 kapslar innehÂller Mormordica charanti 800 mg 5:1 torkad frukt koncentrat (3% Goyaglyko-sider)INGREDIENSER Mormordica charanti, vegetabilisk kapsel (hydroipropymrtylcellulosa), maltodextrin, cellulosapulver,klumpfˆrebyggande medel: kiseldioxid.Nedbrytningstid 15 minuterANVƒNDING: 1 kapsel 2 ggr/dagKONTRAINDIKATIONER: Graviditet: fˆrsiktig. Amning: fˆrsiktig Vetenskapen bakom denna produkt kan ni l‰sa h‰r† http://www.ncbi.nlm.nih.gov/pubmed/?term=Bitter+Melon",healthcare health enhancement vitamins/minerals/nutritional supplements
1872,NC State Wolfpack Custom Sport Pullover Hoodie - Gunmetal Show support for your team with this customizable locker-room style Sport hoodie. Simply select the sport of your choice and you'll be ready to cheer on the Wolfpack with classic game day style!,clothing clothing upper body wear/tops
6083,"Element Mono Marine Blue Youth Boys Full Zip Hoodie Your young dude will keep the doctor away when he bundles up in the Mono full zip hoodie from Element! It features a contrast color on the zipper placket, left chest embroidery and yarn dyed heathered terry fabric for extra warmth and comfort.",clothing clothing upper body wear/tops
2879,UCF Knights #5 Fan Football Jersey - Black,clothing clothing upper body wear/tops
3245,Mens Villanova Wildcats Navy Blue Arch Logo Crew Sweatshirt Celebrate your Villanova Wildcats fandom when sport this Arch Logo Crew sweatshirt to the next game! This Villanova Wildcats pullover sweatshirt features embroidered applique Villanova Wildcats graphics across the chest. Your Villanova Wildcats pride will stand out in the crowd when you wear this spirited sweatshirt!,clothing clothing upper body wear/tops
